"Timestamp","What is your age? (optional)","Indicate your level of experience in the domain of datapack development.","How many datapacks have you released?","Indicate your familiarity with computer programming outside of minecraft datapacks","How often do you develop datapacks as a hobby (with no financial compensation)?","How often do you develop datapacks for financial compensation (for other people)?","Which code editor(s) do you use? (select all the apply)","Which productivity features from your code editor do you value? (select all that apply and are present in your code editor)","Do you use a precompiler or external scripts to automate file generation?","How often do you rely on libraries (player motion, string uuid, floating point math...) written by others?","How often do you use LLMs (AI chatbots, agentic coding) to write datapack code?","How many people do you usually work with in datapack development (excluding yourself)?","Indicate which features from a formal version control system (such as Git) you use to manage your codebase and track changes? (leave blank if none apply)","Do you release your datapacks in cycles (iteratively, excluding beta tests), or do you release them only once they are ready?","If you work in a group, what type of software development process do you use? (leave blank if you work alone)","How often do you comment your code?","If you comment, how much do you comment your code?","How many beta testers test your code quality and project functionality before release?","On average, how long do you spend maintaining a datapack (fixing bugs, updating to new Minecraft versions) after its initial release?","Estimate the percentage of time optimization/refactoring consumes in your datapack development process","To which coding conventions to you adhere to? (select all that apply)","How do you track and manage bugs or feature requests from your users (e.g., GitHub Issues, Discord channels, informal feedback)?","Open space for comments on methodologies, software processes, whatever you think could help me.","Open space for comments on what part of developing datapacks you dislike the most"
"2026/05/28 8:06:11 pm CET","20","7","15","7","4","1","VSCode with no extensions;Kate (i use linux btw)","File creation","I only write in plain mcfunction","1","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To label and host releases of your datapack","5","Unstructured meetings","1","","3","until I get bored","65","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback;In person friend feedback;stalking youtube coverage","You should add a question about what lgbt groups the person is a part of and collect stereotypes like pokemon cards","having a discord server"
"2026/05/28 8:11:52 pm CET","","7","0","3","7","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","5","1","2","To store and recover my code;To have access to previous versions of my code;To label and host releases of your datapack","6","","5","6","0","I am still actively maintaining it","20","Smithed;Namespacing;THALLIUM BABY WAHOOOO","Github Issues;Discord channels;Informal Feedback;In person friend feedback","needs more alpine yak","the fragility of datapacks as a medium, and minecraft as a whole"
"2026/05/28 8:20:15 pm CET","27","6","6","6","1","5","Notepad++;VSCode with datapack specific extensions;VSCode with no extensions","Code completion;File creation;Syntax highlighting;Reguon","External scripts (python to generate repetitive commands, files,...)","3","1","4","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a project board;To track bugs and issues;To label and host releases of your datapack","4","Slack","7","1","380","I am still actively maintaining it","35","Smithed;Namespacing","Github Issues;Informal Feedback","",""
"2026/05/28 8:26:40 pm CET","17","3","2","4","2","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","2","0","To store and recover my code;To have access to previous versions of my code","1","","3","1","1","I stop as soon as it's released","20","Smithed","In person friend feedback","",""
"2026/05/28 9:18:54 pm CET","22","5","24","2","7","2","Default text editor;Notepad++","while I don't write everything by hand, I like to have to understand what I'm doing, that's why I use the default text editor 99% of the time","I only write in plain mcfunction","1","1","0","","6","","2","2","2","I am still actively maintaining it","20","Smithed;I recently started using the smithed convention for dialogs, but I don't use 100% of the smithed conventions yet","Discord channels;In person friend feedback","tools like misode, mcstacked and snowcapped are the most useful websites ever for datapacking","Compatibility can be really frustrating, especially when you need to override a loot tables, and unfortunately there not really any good solution to it (yet)"
"2026/05/29 3:15:34 pm CET","","5","0","3","7","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","0.5","","1","","4","3","20","I am still actively maintaining it","10","None I do what i want","Discord channels","The datapack discords","Why can we not have players run commands from dialogs without op. While you can use triggers for some but all inputs cant be used without op. They say its for security reasons but I feel like being forced to op players for a game to work is a larger security risk"
"2026/05/29 8:42:50 pm CET","15","5","1","3","6","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","3","1","0","To store and recover my code;To have access to previous versions of my code;To host my wiki;To track bugs and issues","3","","4","4","3","I am still actively maintaining it","65","Smithed;Namespacing","Github Issues;Discord channels","",""
"2026/05/29 9:30:48 pm CET","20","6","5","5","7","2","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","3","1","2","To store and recover my code;To label and host releases of your datapack","3","XP","5","2","6","Until the next major update","20","Namespacing","Informal Feedback;In person friend feedback","","How badly optimized the tp and /data commands are"
"2026/05/29 10:18:45 pm CET","","7","10","7","6","3","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","Precompiler (Beet, Kore, CBScript,..)","5","1","1","To store and recover my code;To use different branches;To have access to previous versions of my code;To track bugs and issues;To label and host releases of your datapack","4","Unstructured meetings","5","4","2","I am still actively maintaining it","20","Namespacing","Github Issues;Discord channels","",""
"2026/05/29 11:44:52 pm CET","20","3","0","4","7","1","VSCode with datapack specific extensions;Misode (Online Datapack Json Editor)","File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To track bugs and issues;To label and host releases of your datapack","3","","5","4","0","Technically I haven't finished one yet, I'm new","40","Namespacing","Github Issues;Discord channels","I am working on making three datapacks right now:
- A port of Slimefun4
- My own datapack library to make it possible (and hopefully easy) to add custom items, recipes, multiblocks, etc.
- A datapack that will contain and deploy a mining server with light rouge-lite elements

The Slimefun4 (Sf4) port and my library, Eseframe, are being developed in parallel. The project started as a spiritual successor which would be my own take on Sf4 for balanced around survival mode. Eventually, though, I decided to split the logic and the content into separate packs. I still want to make that successor in the future, but I decided first I just want to focus on making a library and pack that is capable of matching Sf4.

At that point I generally knew that library is existing, and even though I hadn't checked, I knew there probably might be a library like this already, but i decided I was going to build everything in it from the ground up to gain experience in development.

That's also the reason I started using Git, and then later on, GitHub. Even though things like Smithed exist already, and could potentially be objectively better at it'sintended purpose, i decided that the best way to really know how these libraries work is to make my own.

Even if I don't end up using Eseframe, it will have given me valuable experience with Git, GitHub, SSH (I almost lost the project once so I set up a NAS after getting it back), and writing documentation.

After actually looking into the Smithed ecosystem a bit, i came to the conclusion that their libraries are different enough from Eseframe to justify its existence:
- While Smith is embedded and is under MIT, Eseframe is meant to be put directly into the datapacks folder as the single source of truth, and is under LGPL v3
- Smithed libraries are technical and focused on a specific mechanic, Eseframe is made to be user-friendly and easy to work with (you can read the docs from ingame!), even with little experience.
I've decided that once I have finalized the syntax for the API (which I version numbered like some Smithed libraries do to keep things backwards-compatible) and finish cleaning up my code, I am going to do two things:
1. I'll start work on a Smithed compatibility update. Not like a full refactor, but just some things to comply to compatibility standards like checking for safety tags.
2. I'm gonna lean further into the user friendliness by making an ingame item/recipe editor

As for conventions, I don't really have formal conventions written down, but I've made my own over time:
- The API and internal logic use different namespaces
- Temporary data is stored like this: storage eseframe:cache tick.path.to.function_directory.CamelCaseKeyNames",""
"2026/05/31 11:02:36 am CET","23","5","5","4","5","1","Notepad++","Code completion","I only write in plain mcfunction","2","1","0","","1","","5","2","0","Until the next major update","10","Namespacing","Project comment section","",""
"2026/05/31 7:22:57 pm CET","15","5","0","2","4","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting","I only write in plain mcfunction","4","2","0","","3","","1","","0","Until the next update that forces me to rewrite a majority of the code","25","Namespacing","Discord channels","",""
"2026/05/31 9:56:56 pm CET","17","3","3","5","2","1","Default text editor;VSCode with no extensions;Occasionally Cursor","Code completion;Syntax highlighting","I only write in plain mcfunction","5","3","0","","3","","5","3","0","Until the next major update","5","Namespacing","None","",""
"2026/06/01 10:05:06 am CET","","1","0","6","3","1","VSCode with datapack specific extensions","File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","5","0","To store and recover my code;To have access to previous versions of my code","1","","4","7","1","still in development, no data pack released","15","Namespacing","Discord channels;Informal Feedback","","Lack of documentation"
"2026/06/01 7:58:20 pm CET","","6","2","5","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","5","2","0","To store and recover my code;To have access to previous versions of my code;To track bugs and issues","5","Don’t work in a group and idk what any of these programs are 😂","7","5","2","I am still actively maintaining it","7","None","Github Issues;Discord channels;In person friend feedback","Good Luck!!","Optimizing and figuring out how to use stable player display (or any library for that matter)"
